firstname,lastname,email,username,password,profile_picture,dob,number,role,bio,major,minor,school
Marcellus,Yang,Marcellus.Yang@gmail.com,Marcellus.Yang,pbkdf2:sha512:150000$t1CEsF6xDO$de4052671cdc7092f49b7dd66a22f59c5e559f3837c95fec2f58d20ec85c81fde9590c93bc58435a6c485827fff3e73d97e335961f8bb057945532b8ecdfa982,default.png,05/15/1995,876-655-1866,student,"Haskell features a type system with type inference and lazy evaluation. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Where are my pants? The arguments can be primitive data types or compound data types.",Information Technology,Computer Engineering,Shortwood Teachers College
Katherina,Whitehead,Katherina.Whitehead@gmail.com,Katherina.Whitehead,pbkdf2:sha512:150000$nktYNMEvq4$16819a3c47bd8069e3c0b8e001e879edc89164185f881c61174ec3d1a71dfdd9a28326940711feca6cf71f17d75535f3ee51a4409577f250c268197858666daa,default.png,11/11/2004,876-033-2377,student,"Do you come here often? Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" In 1989 the building was heavily damaged by fire, but it has since been restored. They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",Information Science,Information Science,University of the West Indies
Lanell,Tyson,Lanell.Tyson@yahoo.com,Lanell.Tyson,pbkdf2:sha512:150000$LugBzNbrAg$d0485e922211f203c01f9393d7d910c46f4cfcc9247b269c8cb3ebc0b007212d9f716088ad5c67b1eea5fa5de9dd6ff641ada9f28c92d5120349781df1f40577,default.png,11/07/1997,876-488-6354,student,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Do you come here often? Type classes first appeared in the Haskell programming language. Do you come here often?",Cybersecurity,Information Science,University of the Commonwealth Caribbean
Adelle,Santiago,Adelle.Santiago@outlook.com,Adelle.Santiago,pbkdf2:sha512:150000$vDNlWKKi46$f22d3284f4dd84adb1cb0de755749428cc8e0753d7e90c50e53623ba97c8190528a5173a173dedd1c32c0e516e4d71d76f55dec136ece814afc6639a45523ecd,default.png,12/06/1999,876-728-9302,student,"He looked inquisitively at his keyboard and wrote another sentence. She spent her earliest years reading classic literature, and writing poetry. It is also a garbage-collected runtime system. It is also a garbage-collected runtime system.",Cybersecurity,Computer Science,University of the West Indies
Dodie,Kirk,Dodie.Kirk@outlook.com,Dodie.Kirk,pbkdf2:sha512:150000$cxzGsIB7uA$a3528b55d1716523bbdc2578626a0d388071794e0f839784925863170beaabd09bd9ac56d96dca772360a12156edc179652c53de625b9257d3ef9dd275f528cc,default.png,06/12/2000,876-755-8837,student,"Tuples are containers for a fixed number of Erlang data types. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Make me a sandwich. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",Information Technology,Computer Science,University of Technology
Clark,Lucas,Clark.Lucas@gmail.com,Clark.Lucas,pbkdf2:sha512:150000$JmAsM858eF$0252ae10ab1d62c4fe285e89a9a28c0b102fb1e5be90823e0786454139cd20918ff19afc1c673c83cf57e4997744e9c196d2cead1e325711bb768540c98f911f,default.png,03/09/1994,876-582-4849,student,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Erlang is known for its designs that are well suited for systems. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. I don't even care.",Information Science,Information Science,University of the Commonwealth Caribbean
Alexis,Hudson,Alexis.Hudson@yahoo.com,Alexis.Hudson,pbkdf2:sha512:150000$13yBD486Qz$8598d5341026e82d8c3c314fa30127d869693f960b7c64f0ebde2cd8c99ed790d2a8bf78a509e1d44c206ab54953bd2bb6df964c96687a83c30e5d164fb7a231,default.png,12/30/1996,876-720-8106,student,Haskell features a type system with type inference and lazy evaluation. Ports are created with the built-in function open_port. Do you come here often? Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.,Systems & Network Administration,Information Systems,Shortwood Teachers College
Eddie,Calhoun,Eddie.Calhoun@gmail.com,Eddie.Calhoun,pbkdf2:sha512:150000$JJqK0W9GrX$b4ab1df80c28a2e454ef4d151538d5e7855c0928743fd97e9750dcad75dca1311dbc3fd67252f56f314870999e547abefe597e636e1bc1bd44918b65b5a4af9d,default.png,12/23/2001,876-366-8127,student,"Erlang is a general-purpose, concurrent, functional programming language. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. In 1989 the building was heavily damaged by fire, but it has since been restored. Any element of a tuple can be accessed in constant time.",Systems & Network Administration,Systems & Network Administration,University of Technology
Leopoldo,Valentine,Leopoldo.Valentine@yahoo.com,Leopoldo.Valentine,pbkdf2:sha512:150000$hVDzdrHrPt$fbae211fab785c520be50caafa62b74e8554f7c49a38c7e5f05c887588017fb94ad674227fcd9a43b327cb873110ba4950cbd409d361311f01f2c39a5281c075,default.png,11/28/2003,876-237-0368,student,It is also a garbage-collected runtime system. He looked inquisitively at his keyboard and wrote another sentence. The arguments can be primitive data types or compound data types. It is also a garbage-collected runtime system.,Systems & Network Administration,Systems & Network Administration,Shortwood Teachers College
Lavelle,Church,Lavelle.Church@yahoo.com,Lavelle.Church,pbkdf2:sha512:150000$9Fok93q3uo$3d0117addf56161e68441dca8fe9ac66c92ea9b83979968f3245fced0822045e566554ce7b93cac4e756f223aa68c70e7f233632880f2bf2d5df8a751834b406,default.png,12/28/2000,876-805-2649,student,"Where are my pants? The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",Cybersecurity,Computer Science,University of the West Indies
Edwin,Burns,Edwin.Burns@yahoo.com,Edwin.Burns,pbkdf2:sha512:150000$zMvAEZHrID$dc8a3b02c8f91c8df72d3744bd6928d13d38b89049505ceb3f6ce92a82a10d7ac739630cab2235753e747308f74229096f13fafacb4bdbb68452beeb9df4f505,default.png,06/03/1994,876-999-7700,student,"I don't even care. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Tuples are containers for a fixed number of Erlang data types. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",Computer Engineering,Computer Engineering,University of the West Indies
Harrison,Burch,Harrison.Burch@yahoo.com,Harrison.Burch,pbkdf2:sha512:150000$m2yFAk9PND$c547c14a4dfb6bc8ae773ac2b273df6010c3f218e76d854a996e8093493b57fcfd2795d1f2e25d68c14631d668f194775c3561fc1deb6c9940e14a5af176c26c,default.png,04/20/1994,876-708-8879,student,"Atoms are used within a program to denote distinguished values. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Haskell features a type system with type inference and lazy evaluation. Ports are used to communicate with the external world.",Information Systems,Computer Engineering,St.Joseph Teachers College
Twana,Mercer,Twana.Mercer@yahoo.com,Twana.Mercer,pbkdf2:sha512:150000$a7W0Ttx26Z$c2d72c742e8c025770d83713a11e337fcd1f00d9d32e081f444c335cc526a4e2077ef04a06e4099ccab0b15f63a4df0b76433588c8287f12fdee81a44a771495,default.png,09/22/2002,876-909-0401,student,"Where are my pants? The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Ports are created with the built-in function open_port. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",Computer Engineering,Systems & Network Administration,Shortwood Teachers College
Marianela,Ray,Marianela.Ray@gmail.com,Marianela.Ray,pbkdf2:sha512:150000$w3j8NiVvDP$f4c25fe4eca62055e0ef56908082252fb2e0c3363f7f61d5faab7afb5280609599a4336dbefce3bff0ab711a5963a1c5ea20132195aacf7ea0c2d7a3b933fd87,default.png,10/03/2004,876-970-6266,student,"Where are my pants? The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. The arguments can be primitive data types or compound data types.",Information Systems,Information Systems,University of the Commonwealth Caribbean
Hipolito,Romero,Hipolito.Romero@gmail.com,Hipolito.Romero,pbkdf2:sha512:150000$AQLWVrTrMF$98e14a17a7325f17ecb856fe621b4de24b6b49e231cdd218f7c584ced2a1066c5da1ab42d89b4dd9cc5c08e6e22baa20cd79cd100365d5a90360f70d6e9f67d5,default.png,03/03/1999,876-563-0441,student,"Atoms are used within a program to denote distinguished values. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Ports are used to communicate with the external world.",Systems & Network Administration,Information Systems,Shortwood Teachers College
Dotty,Horne,Dotty.Horne@yahoo.com,Dotty.Horne,pbkdf2:sha512:150000$yOCHww9dPf$0bd55fb4281e3e07af3bd54f855df1c31fcd416829c601c25951836e7984f6d53c4da34f29676466703d319a844cc54bf32bfed2efa1fc61e99020d275430e25,default.png,09/03/1998,876-721-7677,student,Erlang is known for its designs that are well suited for systems. Its main implementation is the Glasgow Haskell Compiler. Do you have any idea why this is not working? Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.,Information Science,Systems & Network Administration,St.Joseph Teachers College
Digna,Fowler,Digna.Fowler@outlook.com,Digna.Fowler,pbkdf2:sha512:150000$mELxzo6OR9$b126cb10f297514e46c9ca58d0cd32f1e10c6d21d5c97979af1280fe80d420daf903d30e4bab09741c7a3f07416a6bb8114f45131967fa4839eb8dc87076fee4,default.png,06/18/1999,876-798-2958,student,"She spent her earliest years reading classic literature, and writing poetry. Atoms are used within a program to denote distinguished values. Make me a sandwich. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",Computer Engineering,Computer Science,University of Technology
Chase,Duffy,Chase.Duffy@yahoo.com,Chase.Duffy,pbkdf2:sha512:150000$f3J2o13HZg$e64b0534ad572fce29f843a4f433517e160def10bf5c7183f4cbe3e097395666775e9bcd0838538934e574d6d46310d15fea7f04e3b0ccd6c9767c3ec5533613,default.png,02/19/1997,876-862-8065,student,"It is also a garbage-collected runtime system. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Ports are used to communicate with the external world.",Computer Science,Information Science,Shortwood Teachers College
Adan,Holcomb,Adan.Holcomb@outlook.com,Adan.Holcomb,pbkdf2:sha512:150000$EsJSWTvAtI$7cc924b3fdd449187b14b84bbd6a965adc99ce6c602f50c2e3f48c6ce7fd49d733c86b4c006b795dd8ffc8083db1c4c6a68742430723d2aeb43bbfab59be4dfa,default.png,06/19/2003,876-904-4815,student,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Tuples are containers for a fixed number of Erlang data types. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Make me a sandwich.",Information Science,Information Technology,University of the Commonwealth Caribbean
Collin,Miranda,Collin.Miranda@outlook.com,Collin.Miranda,pbkdf2:sha512:150000$MFXVAbODJr$7fad6fa2e2914c78f4a950cc11fc024063c1ddafb2ae17967048da4d9cbd9b7e7bcb3890bafede627913f354fb3bbd4515795c3e328c6ca3a0d7d661530992a7,default.png,11/21/2001,876-238-5690,student,"Its main implementation is the Glasgow Haskell Compiler. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Where are my pants? Make me a sandwich.",Information Technology,Cybersecurity,University of the West Indies
Ricky,Cole,Ricky.Cole@outlook.com,Ricky.Cole,pbkdf2:sha512:150000$0YGg0LZKkJ$fcc0cfeccbbb95129d79fff3b4c675083dbc347af7def33eefdab4dc452f35fdc7872adb44bc989558f00bbdafc8aca0b711e4fdc189cc1433ccc7f428a2a588,default.png,08/13/1994,876-861-7191,student,"Atoms are used within a program to denote distinguished values. Ports are used to communicate with the external world. In 1989 the building was heavily damaged by fire, but it has since been restored. Any element of a tuple can be accessed in constant time.",Information Technology,Computer Science,University of the Commonwealth Caribbean
Maximo,Grant,Maximo.Grant@outlook.com,Maximo.Grant,pbkdf2:sha512:150000$nJlquoenau$ca2fe62da5773e76331197145a637e481180b7142c446eb449e1c907f4e359afaf439cef8a217f18f1fb08fed9b1c14a0f124b8c35f04d28ef64983cfe88a520,default.png,10/09/2004,876-546-5490,student,Erlang is known for its designs that are well suited for systems. The arguments can be primitive data types or compound data types. Ports are used to communicate with the external world. Haskell features a type system with type inference and lazy evaluation.,Cybersecurity,Information Science,St.Joseph Teachers College
Thaddeus,Howard,Thaddeus.Howard@outlook.com,Thaddeus.Howard,pbkdf2:sha512:150000$bBKmiAVNzM$2bf544a0a71a85b24b071f9e68b7eeaa6d9f7cd59073ffdb4edfe5729c490436eda003c5cc6129f455479c797456adc2a8d2bf90dad21daac2f1900fc198cf52,default.png,10/15/2001,876-322-1310,student,"Atoms are used within a program to denote distinguished values. I don't even care. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. It is also a garbage-collected runtime system.",Information Systems,Computer Engineering,Shortwood Teachers College
