company_name,email,password,profile_picture,comp_desc,tel_num,role
PC Power and Cooling,PC_Power_and_Cooling.@gov.jm,pbkdf2:sha512:150000$7c75F3EYSi$0a52f88d0e900e37ef2a702e072290331ed50bee16371c09df6537e140ebc4a851fddf101dac018475327409c6930b82349a14682752685e8886366955f44a40,default.png,"At PC Power and CoolingProfessional Limited Liability CompanyMake me a sandwich. It is also a garbage-collected runtime system. Ports are created with the built-in function open_port. Type classes first appeared in the Haskell programming language. He looked inquisitively at his keyboard and wrote another sentence. Tuples are containers for a fixed number of Erlang data types. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",876-572-7670,company
Allegheny Technologies,Allegheny_Technologies.@com.jm,pbkdf2:sha512:150000$phB7kRvOT9$34413a67274a34b8765d79209487735c123af55271ed2efa61f3313fc79fa553668d042ce6a0dcf71f7ca2069ed9fc2f57e558e3c78cbd248feb2826fbc33e07,default.png,"At Allegheny TechnologiesLimited Liability Limited PartnershipInitially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Do you have any idea why this is not working? They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Tuples are containers for a fixed number of Erlang data types. It is also a garbage-collected runtime system. He looked inquisitively at his keyboard and wrote another sentence.",876-804-5992,company
Johnson & Johnson,Johnson_&_Johnson.@com.jm,pbkdf2:sha512:150000$5rPLerrX8B$94821b600eec7a4ab12f887c7b74fa01813a44c0a68f22e506e2a056327e421b5393598e93447b712432f393798da438ecf0451f8f48a925d0c457765e74e18f,default.png,"At Johnson & JohnsonLimited Liability CompanyErlang is a general-purpose, concurrent, functional programming language. In 1989 the building was heavily damaged by fire, but it has since been restored. In 1989 the building was heavily damaged by fire, but it has since been restored. Type classes first appeared in the Haskell programming language. It is also a garbage-collected runtime system. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",876-715-7915,company
Grade A Investment,Grade_A_Investment.@com.jm,pbkdf2:sha512:150000$pXaOC66w18$3ee92f116b2336c612cf079dd8009b0d2996fd9db18011ad561a3f98a25f7d32e57e958ead9cd2c7be11081b3ae7b000d6724a15fb2c6e55b64d82659c2d8e3e,default.png,"At Grade A InvestmentLimited Liability Limited PartnershipThe syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. She spent her earliest years reading classic literature, and writing poetry. Tuples are containers for a fixed number of Erlang data types. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. She spent her earliest years reading classic literature, and writing poetry. Tuples are containers for a fixed number of Erlang data types.",876-524-6562,company
Publix,Publix.@net.jm,pbkdf2:sha512:150000$GSIW2Rlchp$472bfe084e2dc41a59811a74ec13dcecf0ff0f64cbfb7fce2dd8d1e63934882761f463fcd85daa16b4d734f6d12c0d549ebf78ec9ad851c530ff3b6564672c97,default.png,"At PublixProfessional Limited Liability CompanyErlang is a general-purpose, concurrent, functional programming language. In 1989 the building was heavily damaged by fire, but it has since been restored. He looked inquisitively at his keyboard and wrote another sentence. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Do you come here often? He looked inquisitively at his keyboard and wrote another sentence.",876-697-9983,company
DTE Energy,DTE_Energy.@gov.jm,pbkdf2:sha512:150000$A61VgDEalg$722ba9c2f8f707d8b6b700a78d1f9d3435b08a718b72efe08c98144e528c1bc733ccf89ef423dd96c74830678273a51a69e345bb2176a61c51a63fc7082d482a,default.png,"At DTE EnergyLimited Liability CompanyAtoms are used within a program to denote distinguished values. Haskell features a type system with type inference and lazy evaluation. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Ports are used to communicate with the external world. Tuples are containers for a fixed number of Erlang data types.",876-204-0718,company
Parallel Px,Parallel_Px.@net.jm,pbkdf2:sha512:150000$s6oCzgE27t$4763853f9522988c8035a83d7adfae580d5d39888614129ec9de37dd72013378841ffe5de8552f956ec9a17db24da65901cbb6fc3244245ef63a23e47345ed8e,default.png,"At Parallel PxProfessional Limited Liability CompanyThe arguments can be primitive data types or compound data types. Type classes first appeared in the Haskell programming language. Erlang is a general-purpose, concurrent, functional programming language. Do you have any idea why this is not working? Type classes first appeared in the Haskell programming language. Any element of a tuple can be accessed in constant time. Where are my pants?",876-203-2915,company
Total Yard Management,Total_Yard_Management.@net.jm,pbkdf2:sha512:150000$On4RuSi47C$10d0f0d494cd29b41fe90d8af10500c61b0112f168c8d09d39ef77157f5c25ca745e5f24dcf524989b6b7e5e224b4bb001510817cba26427cff1584ce41eae8c,default.png,"At Total Yard ManagementLimited Liability PartnershipIt is also a garbage-collected runtime system. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Ports are used to communicate with the external world. She spent her earliest years reading classic literature, and writing poetry. Erlang is a general-purpose, concurrent, functional programming language. Tuples are containers for a fixed number of Erlang data types. Make me a sandwich.",876-936-9059,company
Dun & Bradstreet,Dun_&_Bradstreet.@gov.jm,pbkdf2:sha512:150000$VIoctxMSwn$a389b041d1333cb8efbfa58fea03c76bc09247ac8cee5a3828925e6df6047c92255a9e30d6f67180b6f292819b55e16787a967cb0e967f21d2ac5322f9a506bc,default.png,"At Dun & BradstreetCorporationThe arguments can be primitive data types or compound data types. She spent her earliest years reading classic literature, and writing poetry. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. Make me a sandwich. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. I don't even care.",876-863-2989,company
Profitpros,Profitpros.@com.jm,pbkdf2:sha512:150000$jfnHq9Nww0$97117e9c273772e73a61b7144560045f29c736c21faf6a373e590e7e6bf5b1c660400a21364392db5c88d0ebcb35a946a89d7a064dcaeabaca8d6c51ead31148,default.png,"At ProfitprosProfessional corporationI don't even care. Tuples are containers for a fixed number of Erlang data types. Do you have any idea why this is not working? Any element of a tuple can be accessed in constant time. Do you come here often? The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",876-880-4199,company
Science Applications International Corporation (SAIC),Science_Applications_International_Corporation_(SAIC).@org.jm,pbkdf2:sha512:150000$acp3NTBRHK$9e5995bf626c5e1352a0b7756090e135dfcb1432fdd25f54cec9dbb08aabbeaa530aca76b9343d2c52f1f11395275d5337daab14194506c6dcf8d427bc932370,default.png,"At Science Applications International Corporation (SAIC)CorporationType classes first appeared in the Haskell programming language. Haskell features a type system with type inference and lazy evaluation. Make me a sandwich. Make me a sandwich. Do you have any idea why this is not working? Type classes first appeared in the Haskell programming language. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",876-224-2887,company
Rockwell Automation,Rockwell_Automation.@net.jm,pbkdf2:sha512:150000$rSKr6Ryw9E$a655048c116ba1a07174c82d29ab986324c565d62e2892bf8bd96db410d844e46197923cfd109f572f980bcf758cb52ca2d900699cfebf8d2d0379e2f242a214,default.png,"At Rockwell AutomationProfessional corporationErlang is known for its designs that are well suited for systems. I don't even care. The arguments can be primitive data types or compound data types. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Erlang is a general-purpose, concurrent, functional programming language. She spent her earliest years reading classic literature, and writing poetry. Do you come here often?",876-713-0042,company
Asian Plan,Asian_Plan.@net.jm,pbkdf2:sha512:150000$SuYq1SXaov$4168f0600e023cb1484e76fa57259d5ea2f62b16c610f5fac8cda8a252ec46a3b859d0c78222a3a77d8a4feb08893623b586d0e617c893884475914cd8a77a1d,default.png,"At Asian PlanProfessional corporationHaskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. She spent her earliest years reading classic literature, and writing poetry. Erlang is known for its designs that are well suited for systems. She spent her earliest years reading classic literature, and writing poetry. Erlang is known for its designs that are well suited for systems. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Any element of a tuple can be accessed in constant time.",876-062-1113,company
Kenexa Corporation,Kenexa_Corporation.@mil.jm,pbkdf2:sha512:150000$lqRpoxdlOn$920bd853720a5c02a51065c0e50977662984735ed08bfdad423e255a32127ddf0e93753bd7b734c4a2c70bf0c610809459bcd44238d570a143ec9443ea174368,default.png,"At Kenexa CorporationProfessional corporationHaskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Type classes first appeared in the Haskell programming language. Do you come here often? Atoms are used within a program to denote distinguished values. Do you come here often? Haskell features a type system with type inference and lazy evaluation. Ports are used to communicate with the external world.",876-521-3403,company
Diebold,Diebold.@com.jm,pbkdf2:sha512:150000$fxiOAy7N9D$e109269caac102ac96c688f36f75bca9ca184f1f8a8b5fc069f1cbb63d7de106acc0a3b472475c84597d77c7f29087f0d015e4f0a0bfa9b9b95addf5ed03dc20,default.png,"At DieboldProfessional Limited Liability CompanyMessages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Where are my pants? Its main implementation is the Glasgow Haskell Compiler. She spent her earliest years reading classic literature, and writing poetry. Atoms are used within a program to denote distinguished values. He looked inquisitively at his keyboard and wrote another sentence. Tuples are containers for a fixed number of Erlang data types.",876-384-0293,company
